ID,city,postcode,state
13821,TYNONG NORTH,3813,VIC
13822,CORA LYNN,3814,VIC
13823,GARFIELD,3814,VIC
13824,GARFIELD NORTH,3814,VIC
13825,VERVALE,3814,VIC
13826,BUNYIP,3815,VIC
13827,BUNYIP NORTH,3815,VIC
13828,IONA,3815,VIC
13829,TONIMBUK,3815,VIC
13830,LABERTOUCHE,3816,VIC
13831,LONGWARRY,3816,VIC
13832,LONGWARRY NORTH,3816,VIC
13833,MODELLA,3816,VIC
13834,ATHLONE,3818,VIC
13835,DROUIN,3818,VIC
13836,DROUIN EAST,3818,VIC
13837,DROUIN SOUTH,3818,VIC
13838,DROUIN WEST,3818,VIC
13839,HALLORA,3818,VIC
13840,JINDIVICK,3818,VIC
13841,RIPPLEBROOK,3818,VIC
13842,BONA VISTA,3820,VIC
13843,LILLICO,3820,VIC
13844,WARRAGUL,3820,VIC
13845,BRANDY CREEK,3821,VIC
13846,BRAVINGTON,3821,VIC
13847,BULN BULN,3821,VIC
13848,BULN BULN EAST,3821,VIC
13849,CROSSOVER,3821,VIC
13850,ELLINBANK,3821,VIC
13851,FERNDALE,3821,VIC
13852,LARDNER,3821,VIC
13853,NILMA,3821,VIC
13854,NILMA NORTH,3821,VIC
13855,ROKEBY,3821,VIC
13856,SEAVIEW,3821,VIC
13857,SHADY CREEK,3821,VIC
13858,TETOORA ROAD,3821,VIC
13859,TORWOOD,3821,VIC
13860,WARRAGUL SOUTH,3821,VIC
13861,WARRAGUL WEST,3821,VIC
13862,CLOVERLEA,3822,VIC
13863,DARNUM,3822,VIC
13864,GAINSBOROUGH,3822,VIC
13865,ALLAMBEE,3823,VIC
13866,YARRAGON,3823,VIC
13867,YARRAGON SOUTH,3823,VIC
13868,CHILDERS,3824,VIC
13869,NARRACAN,3824,VIC
13870,THORPDALE SOUTH,3824,VIC
13871,TRAFALGAR,3824,VIC
13872,TRAFALGAR EAST,3824,VIC
13873,TRAFALGAR SOUTH,3824,VIC
13874,ABERFELDY,3825,VIC
13875,AMOR,3825,VIC
13876,BOOLA,3825,VIC
13877,CARINGAL,3825,VIC
13878,COALVILLE,3825,VIC
13879,COOPERS CREEK,3825,VIC
13880,ERICA,3825,VIC
13881,FUMINA,3825,VIC
13882,FUMINA SOUTH,3825,VIC
13883,HERNES OAK,3825,VIC
13884,HILL END,3825,VIC
13885,JACOB CREEK,3825,VIC
13886,JERICHO,3825,VIC
13887,MOE,3825,VIC
13888,MOE SOUTH,3825,VIC
13889,MOONDARRA,3825,VIC
13890,NEWBOROUGH,3825,VIC
13891,NEWBOROUGH EAST,3825,VIC
13892,RAWSON,3825,VIC
13893,TANJIL,3825,VIC
13894,TANJIL SOUTH,3825,VIC
13895,THALLOO,3825,VIC
13896,THOMSON,3825,VIC
13897,TOOMBON,3825,VIC
13898,WALHALLA,3825,VIC
13899,WALHALLA EAST,3825,VIC
13900,WESTBURY,3825,VIC
13901,WILLOW GROVE,3825,VIC
13902,YALLOURN,3825,VIC
13903,YALLOURN NORTH,3825,VIC
13904,NEERIM,3831,VIC
13905,NEERIM EAST,3831,VIC
13906,NEERIM SOUTH,3831,VIC
13907,NAYOOK,3832,VIC
13908,NEERIM JUNCTION,3832,VIC
13909,NEERIM NORTH,3832,VIC
13910,ADA,3833,VIC
13911,BAW BAW,3833,VIC
13912,BAW BAW VILLAGE,3833,VIC
13913,GENTLE ANNIE,3833,VIC
13914,ICY CREEK,3833,VIC
13915,LOCH VALLEY,3833,VIC
13916,NOOJEE,3833,VIC
13917,PIEDMONT,3833,VIC
13918,TANJIL BREN,3833,VIC
13919,TOORONGO,3833,VIC
13920,VESPER,3833,VIC
13921,THORPDALE,3835,VIC
13922,DRIFFIELD,3840,VIC
13923,HAZELWOOD,3840,VIC
13924,HAZELWOOD NORTH,3840,VIC
13925,HAZELWOOD SOUTH,3840,VIC
13926,JEERALANG,3840,VIC
13927,JEERALANG JUNCTION,3840,VIC
13928,MARYVALE,3840,VIC
13929,MID VALLEY,3840,VIC
13930,MORWELL,3840,VIC
13931,MORWELL EAST,3840,VIC
13932,MORWELL UPPER,3840,VIC
13933,GIPPSLAND MC,3841,VIC
13934,CHURCHILL,3842,VIC
13935,BLACKWARRY,3844,VIC
13936,CALLIGNEE,3844,VIC
13937,CALLIGNEE NORTH,3844,VIC
13938,CALLIGNEE SOUTH,3844,VIC
13939,CARRAJUNG,3844,VIC
13940,CARRAJUNG LOWER,3844,VIC
13941,CARRAJUNG SOUTH,3844,VIC
13942,FLYNN,3844,VIC
13943,FLYNNS CREEK,3844,VIC
13944,KOORNALLA,3844,VIC
13945,LOY YANG,3844,VIC
13946,MOUNT TASSIE,3844,VIC
13947,TRARALGON,3844,VIC
13948,TRARALGON EAST,3844,VIC
13949,TRARALGON SOUTH,3844,VIC
13950,TYERS,3844,VIC
13951,HIAMDALE,3847,VIC
13952,NAMBROK,3847,VIC
13953,ROSEDALE,3847,VIC
13954,WILLUNG,3847,VIC
13955,WILLUNG SOUTH,3847,VIC
13956,SALE,3850,VIC
13957,SALE NORTH,3850,VIC
13958,WURRUK,3850,VIC
13959,AIRLY,3851,VIC
13960,BUNDALAGUAH,3851,VIC
13961,CLYDEBANK,3851,VIC
13962,COBAINS,3851,VIC
13963,DARRIMAN,3851,VIC
13964,DUTSON,3851,VIC
13965,DUTSON DOWNS,3851,VIC
13966,FLAMINGO BEACH,3851,VIC
13967,FULHAM,3851,VIC
13968,GIFFARD,3851,VIC
13969,GIFFARD WEST,3851,VIC
13970,GLOMAR BEACH,3851,VIC
13971,GOLDEN BEACH,3851,VIC
13972,KILMANY,3851,VIC
13973,LAKE WELLINGTON,3851,VIC
13974,LOCH SPORT,3851,VIC
13975,LONGFORD,3851,VIC
13976,MONTGOMERY,3851,VIC
13977,MYRTLEBANK,3851,VIC
13978,PARADISE BEACH,3851,VIC
13979,PEARSONDALE,3851,VIC
13980,SEACOMBE,3851,VIC
13981,SEASPRAY,3851,VIC
13982,SOMERTON PARK,3851,VIC
13983,STRADBROKE,3851,VIC
13984,THE HEART,3851,VIC
13985,THE HONEYSUCKLES,3851,VIC
13986,EAST SALE,3852,VIC
13987,SALE EAST RAAF,3852,VIC
13988,SALE,3853,VIC
13989,GLENGARRY,3854,VIC
13990,GLENGARRY NORTH,3854,VIC
13991,GLENGARRY WEST,3854,VIC
13992,TOONGABBIE,3856,VIC
13993,COWWARR,3857,VIC
13994,ARBUCKLE,3858,VIC
13995,BILLABONG,3858,VIC
13996,BURAGWONDUC,3858,VIC
13997,CROOKAYAN,3858,VIC
13998,DAWSON,3858,VIC
13999,DENISON,3858,VIC
14000,GILLUM,3858,VIC
14001,GLENFALLOCH,3858,VIC
14002,GLENMAGGIE,3858,VIC
14003,HEYFIELD,3858,VIC
14004,HOWITT PLAINS,3858,VIC
14005,LICOLA,3858,VIC
14006,LICOLA NORTH,3858,VIC
14007,REYNARD,3858,VIC
14008,SARGOOD,3858,VIC
14009,SEATON,3858,VIC
14010,TAMBORITHA,3858,VIC
14011,WINNINDOO,3858,VIC
14012,WORROWING,3858,VIC
14013,YANGOURA,3858,VIC
14014,MAFFRA WEST UPPER,3859,VIC
14015,NEWRY,3859,VIC
14016,TINAMBA,3859,VIC
14017,TINAMBA WEST,3859,VIC
14018,BOISDALE,3860,VIC
14019,BRIAGOLONG,3860,VIC
14020,BUSHY PARK,3860,VIC
14021,COONGULLA,3860,VIC
14022,KOOROOL,3860,VIC
14023,MAFFRA,3860,VIC
14024,MONOMAK,3860,VIC
14025,MOROKA,3860,VIC
14026,NAP NAP MARRA,3860,VIC
14027,RIVERSLEA,3860,VIC
14028,TOOLOME,3860,VIC
14029,VALENCIA CREEK,3860,VIC
14030,WOOLENOOK,3860,VIC
14031,WRATHUNG,3860,VIC
14032,WRIXON,3860,VIC
14033,BUDGEE BUDGEE,3862,VIC
14034,COBBANNAH,3862,VIC
14035,COWA,3862,VIC
14036,CROOKED RIVER,3862,VIC
14037,DARGO,3862,VIC
14038,HAWKHURST,3862,VIC
14039,HOLLANDS LANDING,3862,VIC
14040,LLOWALONG,3862,VIC
14041,MEERLIEU,3862,VIC
14042,MIOWERA,3862,VIC
14043,MOORNAPA,3862,VIC
14044,MUNRO,3862,VIC
14045,PERRY BRIDGE,3862,VIC
14046,STOCKDALE,3862,VIC
14047,STRATFORD,3862,VIC
14048,WATERFORD,3862,VIC
14049,WONGUNGARRA,3862,VIC
14050,FERNBANK,3864,VIC
14051,GLENALADALE,3864,VIC
14052,THE FINGERBOARD,3864,VIC
14053,LINDENOW,3865,VIC
14054,JUMBUK,3869,VIC
14055,YINNAR,3869,VIC
14056,YINNAR SOUTH,3869,VIC
14057,BOOLARRA,3870,VIC
14058,BOOLARRA SOUTH,3870,VIC
14059,BUDGEREE,3870,VIC
14060,GRAND RIDGE,3870,VIC
14061,JOHNSTONES HILL,3870,VIC
14062,ALLAMBEE RESERVE,3871,VIC
14063,ALLAMBEE SOUTH,3871,VIC
14064,BAROMI,3871,VIC
14065,DARLIMURLA,3871,VIC
14066,DELBURN,3871,VIC
14067,DOLLAR,3871,VIC
14068,MIRBOO,3871,VIC
14069,MIRBOO NORTH,3871,VIC
14070,GORMANDALE,3873,VIC
14071,CHERRILONG,3874,VIC
14072,MCLOUGHLINS BEACH,3874,VIC
14073,WOODSIDE,3874,VIC
14074,WOODSIDE BEACH,3874,VIC
14075,WOODSIDE NORTH,3874,VIC
14076,BAIRNSDALE,3875,VIC
14077,BANKSIA PENINSULA,3875,VIC
14078,BENGWORDEN,3875,VIC
14079,BROADLANDS,3875,VIC
14080,BULLUMWAAL,3875,VIC
14081,CALULU,3875,VIC
14082,CLIFTON CREEK,3875,VIC
14083,DEPTFORD,3875,VIC
14084,EAST BAIRNSDALE,3875,VIC
14085,EASTWOOD,3875,VIC
14086,ELLASWOOD,3875,VIC
14087,FAIRY DELL,3875,VIC
14088,FLAGGY CREEK,3875,VIC
14089,FORGE CREEK,3875,VIC
14090,GOON NURE,3875,VIC
14091,GRANITE ROCK,3875,VIC
14092,HILLSIDE,3875,VIC
14093,IGUANA CREEK,3875,VIC
14094,LINDENOW SOUTH,3875,VIC
14095,LUCKNOW,3875,VIC
14096,MARTHAVALE,3875,VIC
14097,MELWOOD,3875,VIC
14098,MERRIJIG,3875,VIC
14099,MOUNT TAYLOR,3875,VIC
14100,NEWLANDS ARM,3875,VIC
14101,RYANS,3875,VIC
14102,SARSFIELD,3875,VIC
14103,TABBERABBERA,3875,VIC
14104,WALPA,3875,VIC
14105,WATERHOLES,3875,VIC
14106,WENTWORTH,3875,VIC
14107,WOODGLEN,3875,VIC
14108,WUK WUK,3875,VIC
14109,WY YUNG,3875,VIC
14110,EAGLE POINT,3878,VIC
14111,BOOLE POOLE,3880,VIC
14112,OCEAN GRANGE,3880,VIC
14113,PAYNESVILLE,3880,VIC
14114,RAYMOND ISLAND,3880,VIC
14115,NICHOLSON,3882,VIC
14116,BRUMBY,3885,VIC
14117,BRUTHEN,3885,VIC
14118,BUCHAN,3885,VIC
14119,BUCHAN SOUTH,3885,VIC
14120,BUTCHERS RIDGE,3885,VIC
14121,GELANTIPY,3885,VIC
14122,MOSSIFACE,3885,VIC
14123,MURRINDAL,3885,VIC
14124,SUGGAN BUGGAN,3885,VIC
14125,TAMBO UPPER,3885,VIC
14126,TIMBARRA,3885,VIC
14127,W TREE,3885,VIC
14128,WISELEIGH,3885,VIC
14129,WULGULMERANG,3885,VIC
14130,WULGULMERANG EAST,3885,VIC
14131,WULGULMERANG WEST,3885,VIC
14132,YALMY,3885,VIC
14133,NEWMERELLA,3886,VIC
14134,LAKE TYERS,3887,VIC
14135,NOWA NOWA,3887,VIC
14136,WAIREWA,3887,VIC
14137,BENDOC,3888,VIC
14138,BETE BOLONG,3888,VIC
14139,BETE BOLONG NORTH,3888,VIC
14140,BONANG,3888,VIC
14141,BRODRIBB RIVER,3888,VIC
14142,CABANANDRA,3888,VIC
14143,CAPE CONRAN,3888,VIC
14144,CORRINGLE,3888,VIC
14145,DEDDICK VALLEY,3888,VIC
14146,DELEGATE RIVER,3888,VIC
14147,GOONGERAH,3888,VIC
14148,HAYDENS BOG,3888,VIC
14149,JARRAHMOND,3888,VIC
14150,MARLO,3888,VIC
14151,MARTINS CREEK,3888,VIC
14152,NURRAN,3888,VIC
14153,ORBOST,3888,VIC
14154,SIMPSONS CREEK,3888,VIC
14155,TOSTAREE,3888,VIC
14156,TUBBUT,3888,VIC
14157,WAYGARA,3888,VIC
14158,WOMBAT CREEK,3888,VIC
14159,BELLBIRD CREEK,3889,VIC
14160,BEMM RIVER,3889,VIC
14161,CABBAGE TREE CREEK,3889,VIC
14162,CLUB TERRACE,3889,VIC
14163,COMBIENBAR,3889,VIC
14164,ERRINUNDRA,3889,VIC
14165,MANORINA,3889,VIC
14166,BULDAH,3890,VIC
14167,CANN RIVER,3890,VIC
14168,CHANDLERS CREEK,3890,VIC
14169,NOORINBEE,3890,VIC
14170,NOORINBEE NORTH,3890,VIC
14171,TAMBOON,3890,VIC
14172,TONGHI CREEK,3890,VIC
14173,GENOA,3891,VIC
14174,GIPSY POINT,3891,VIC
14175,MARAMINGO CREEK,3891,VIC
14176,WALLAGARAUGH,3891,VIC
14177,WANGARABELL,3891,VIC
14178,WINGAN RIVER,3891,VIC
14179,WROXHAM,3891,VIC
14180,MALLACOOTA,3892,VIC
14181,DOUBLE BRIDGES,3893,VIC
14182,STIRLING,3893,VIC
14183,TAMBO CROSSING,3893,VIC
14184,DOCTORS FLAT,3895,VIC
14185,ENSAY,3895,VIC
14186,ENSAY NORTH,3895,VIC
14187,REEDY FLAT,3895,VIC
14188,BINDI,3896,VIC
14189,BROOKVILLE,3896,VIC
14190,NUNNIONG,3896,VIC
14191,SWIFTS CREEK,3896,VIC
14192,TONGIO,3896,VIC
14193,ANGLERS REST,3898,VIC
14194,BINGO MUNJIE,3898,VIC
14195,BUNDARA,3898,VIC
14196,CASSILIS,3898,VIC
14197,COBUNGRA,3898,VIC
14198,DINNER PLAIN,3898,VIC
14199,GLEN VALLEY,3898,VIC
14200,GLEN WILLS,3898,VIC
14201,HINNOMUNJIE,3898,VIC
14202,OMEO,3898,VIC
14203,OMEO VALLEY,3898,VIC
14204,SHANNONVALE,3898,VIC
14205,BENAMBRA,3900,VIC
14206,COBBERAS,3900,VIC
14207,BUMBERRAH,3902,VIC
14208,JOHNSONVILLE,3902,VIC
14209,SWAN REACH,3903,VIC
14210,METUNG,3904,VIC
14211,KALIMNA,3909,VIC
14212,KALIMNA WEST,3909,VIC
14213,LAKE BUNGA,3909,VIC
14214,LAKE TYERS BEACH,3909,VIC
14215,LAKES ENTRANCE,3909,VIC
14216,NUNGURNER,3909,VIC
14217,NYERIMILANG,3909,VIC
14218,TOORLOO ARM,3909,VIC
14219,LANGWARRIN,3910,VIC
14220,BAXTER,3911,VIC
14221,LANGWARRIN SOUTH,3911,VIC
14222,PEARCEDALE,3912,VIC
14223,SOMERVILLE,3912,VIC
14224,TYABB,3913,VIC
14225,HASTINGS,3915,VIC
14226,TUERONG,3915,VIC
14227,MERRICKS,3916,VIC
14228,POINT LEO,3916,VIC
14229,SHOREHAM,3916,VIC
14230,BITTERN,3918,VIC
14231,CRIB POINT,3919,VIC
14232,HMAS CERBERUS,3920,VIC
14233,FRENCH ISLAND,3921,VIC
14234,COWES,3922,VIC
14235,SILVERLEAVES,3922,VIC
14236,SMITHS BEACH,3922,VIC
14237,SUMMERLANDS,3922,VIC
14238,SUNDERLAND BAY,3922,VIC
14239,SUNSET STRIP,3922,VIC
14240,SURF BEACH,3922,VIC
14241,VENTNOR,3922,VIC
14242,WIMBLEDON HEIGHTS,3922,VIC
14243,RHYLL,3923,VIC
14244,CAPE WOOLAMAI,3925,VIC
14245,CHURCHILL ISLAND,3925,VIC
14246,NEWHAVEN,3925,VIC
14247,SAN REMO,3925,VIC
14248,BALNARRING,3926,VIC
14249,BALNARRING BEACH,3926,VIC
14250,MERRICKS BEACH,3926,VIC
14251,MERRICKS NORTH,3926,VIC
14252,SOMERS,3927,VIC
14253,MAIN RIDGE,3928,VIC
14254,FLINDERS,3929,VIC
14255,KUNYUNG,3930,VIC
14256,MOUNT ELIZA,3930,VIC
14257,MORNINGTON,3931,VIC
14258,MOOROODUC,3933,VIC
14259,MOUNT MARTHA,3934,VIC
14260,ARTHURS SEAT,3936,VIC
14261,DROMANA,3936,VIC
14262,SAFETY BEACH,3936,VIC
14263,RED HILL,3937,VIC
14264,RED HILL SOUTH,3937,VIC
14265,MCCRAE,3938,VIC
14266,BONEO,3939,VIC
14267,CAPE SCHANCK,3939,VIC
14268,FINGAL,3939,VIC
14269,ROSEBUD,3939,VIC
14270,ROSEBUD PLAZA,3939,VIC
14271,ROSEBUD WEST,3940,VIC
14272,RYE,3941,VIC
14273,ST ANDREWS BEACH,3941,VIC
14274,TOOTGAROOK,3941,VIC
14275,BLAIRGOWRIE,3942,VIC
14276,SORRENTO,3943,VIC
14277,PORTSEA,3944,VIC
14278,JEETHO,3945,VIC
14279,KROWERA,3945,VIC
14280,LOCH,3945,VIC
14281,WOODLEIGH,3945,VIC
14282,BENA,3946,VIC
14283,KARDELLA SOUTH,3950,VIC
14284,KORUMBURRA,3950,VIC
14285,KORUMBURRA SOUTH,3950,VIC
14286,STRZELECKI,3950,VIC
14287,WHITELAW,3950,VIC
14288,ARAWATA,3951,VIC
14289,FAIRBANK,3951,VIC
14290,JUMBUNNA,3951,VIC
14291,KARDELLA,3951,VIC
14292,KONGWAK,3951,VIC
14293,MOYARRA,3951,VIC
14294,OUTTRIM,3951,VIC
14295,RANCEBY,3951,VIC
14296,BERRYS CREEK,3953,VIC
14297,BOOROOL,3953,VIC
14298,HALLSTON,3953,VIC
14299,KOOROOMAN,3953,VIC
14300,LEONGATHA,3953,VIC
14301,LEONGATHA NORTH,3953,VIC
14302,LEONGATHA SOUTH,3953,VIC
14303,MARDAN,3953,VIC
14304,MOUNT ECCLES,3953,VIC
14305,MOUNT ECCLES SOUTH,3953,VIC
14306,NERRENA,3953,VIC
14307,RUBY,3953,VIC
14308,TRIDA,3953,VIC
14309,WILD DOG VALLEY,3953,VIC
14310,KOONWARRA,3954,VIC
14311,DUMBALK,3956,VIC
14312,DUMBALK NORTH,3956,VIC
14313,MEENIYAN,3956,VIC
14314,MIDDLE TARWIN,3956,VIC
14315,TARWIN,3956,VIC
14316,TARWIN LOWER,3956,VIC
14317,VENUS BAY,3956,VIC
14318,WALKERVILLE,3956,VIC
14319,WALKERVILLE SOUTH,3956,VIC
14320,STONY CREEK,3957,VIC
14321,BUFFALO,3958,VIC
14322,FISH CREEK,3959,VIC
14323,SANDY POINT,3959,VIC
14324,WARATAH BAY,3959,VIC
14325,BENNISON,3960,VIC
14326,BOOLARONG,3960,VIC
14327,FOSTER,3960,VIC
14328,FOSTER NORTH,3960,VIC
14329,GUNYAH,3960,VIC
14330,MOUNT BEST,3960,VIC
14331,SHALLOW INLET,3960,VIC
14332,TIDAL RIVER,3960,VIC
14333,TURTONS CREEK,3960,VIC
14334,WILSONS PROMONTORY,3960,VIC
14335,WONGA,3960,VIC
14336,WOORARRA WEST,3960,VIC
14337,YANAKIE,3960,VIC
14338,AGNES,3962,VIC
14339,TOORA,3962,VIC
14340,TOORA NORTH,3962,VIC
14341,WONYIP,3962,VIC
14342,WOORARRA EAST,3962,VIC
14343,PORT FRANKLIN,3964,VIC
14344,PORT WELSHPOOL,3965,VIC
14345,BINGINWARRI,3966,VIC
14346,HAZEL PARK,3966,VIC
14347,WELSHPOOL,3966,VIC
14348,HEDLEY,3967,VIC
14349,ALBERTON,3971,VIC
14350,ALBERTON WEST,3971,VIC
14351,BALOOK,3971,VIC
14352,CALROSSIE,3971,VIC
14353,DEVON NORTH,3971,VIC
14354,GELLIONDALE,3971,VIC
14355,HIAWATHA,3971,VIC
14356,HUNTERSTON,3971,VIC
14357,JACK RIVER,3971,VIC
14358,LANGSBOROUGH,3971,VIC
14359,MACKS CREEK,3971,VIC
14360,MADALYA,3971,VIC
14361,MANNS BEACH,3971,VIC
14362,PORT ALBERT,3971,VIC
14363,ROBERTSONS BEACH,3971,VIC
14364,SNAKE ISLAND,3971,VIC
14365,STACEYS BRIDGE,3971,VIC
14366,TARRA VALLEY,3971,VIC
14367,TARRAVILLE,3971,VIC
14368,WON WRON,3971,VIC
14369,YARRAM,3971,VIC
14370,LYNBROOK,3975,VIC
14371,LYNDHURST,3975,VIC
14372,HAMPTON PARK,3976,VIC
14373,BOTANIC RIDGE,3977,VIC
14374,CANNONS CREEK,3977,VIC
14375,CRANBOURNE,3977,VIC
14376,CRANBOURNE EAST,3977,VIC
14377,CRANBOURNE NORTH,3977,VIC
14378,CRANBOURNE SOUTH,3977,VIC
14379,CRANBOURNE WEST,3977,VIC
14380,DEVON MEADOWS,3977,VIC
14381,JUNCTION VILLAGE,3977,VIC
14382,SANDHURST,3977,VIC
14383,SKYE,3977,VIC
14384,CARDINIA,3978,VIC
14385,CLYDE,3978,VIC
14386,CLYDE NORTH,3978,VIC
14387,ALMURTA,3979,VIC
14388,GLEN ALVIE,3979,VIC
14389,KERNOT,3979,VIC
14390,BLIND BIGHT,3980,VIC
14391,TOORADIN,3980,VIC
14392,WARNEET,3980,VIC
14393,BAYLES,3981,VIC
14394,CATANI,3981,VIC
14395,DALMORE,3981,VIC
14396,HEATH HILL,3981,VIC
14397,KOO WEE RUP,3981,VIC
14398,KOO WEE RUP NORTH,3981,VIC
14399,YANNATHAN,3981,VIC
14400,ADAMS ESTATE,3984,VIC
14401,CALDERMEADE,3984,VIC
14402,CORINELLA,3984,VIC
14403,CORONET BAY,3984,VIC
14404,GRANTVILLE,3984,VIC
14405,JAM JERRUP,3984,VIC
14406,LANG LANG,3984,VIC
14407,LANG LANG EAST,3984,VIC
14408,MONOMEITH,3984,VIC
14409,PIONEER BAY,3984,VIC
14410,QUEENSFERRY,3984,VIC
14411,TENBY POINT,3984,VIC
14412,THE GURDIES,3984,VIC
14413,NYORA,3987,VIC
14414,MOUNTAIN VIEW,3988,VIC
14415,POOWONG,3988,VIC
14416,POOWONG EAST,3988,VIC
14417,POOWONG NORTH,3988,VIC
14418,GLEN FORBES,3990,VIC
14419,BASS,3991,VIC
14420,BLACKWOOD FOREST,3992,VIC
14421,DALYSTON,3992,VIC
14422,RYANSTON,3992,VIC
14423,WEST CREEK,3992,VIC
14424,ANDERSON,3995,VIC
14425,ARCHIES CREEK,3995,VIC
14426,CAPE PATERSON,3995,VIC
14427,HARMERS HAVEN,3995,VIC
14428,KILCUNDA,3995,VIC
14429,LANCE CREEK,3995,VIC
14430,NORTH WONTHAGGI,3995,VIC
14431,SOUTH DUDLEY,3995,VIC
14432,ST CLAIR,3995,VIC
14433,WATTLE BANK,3995,VIC
14434,WONTHAGGI,3995,VIC
14435,WOOLAMAI,3995,VIC
14436,INVERLOCH,3996,VIC
14437,POUND CREEK,3996,VIC
14438,BRISBANE,4000,QLD
14439,BRISBANE ADELAIDE STREET,4000,QLD
14440,BRISBANE CITY,4000,QLD
14441,BRISBANE GPO,4000,QLD
14442,PETRIE TERRACE,4000,QLD
14443,SPRING HILL,4000,QLD
14444,BRISBANE,4001,QLD
14445,CENTRAL PLAZA,4001,QLD
14446,RIVERSIDE CENTRE,4001,QLD
14447,WATERFRONT PLACE,4001,QLD
14448,CITY EAST,4002,QLD
14449,WINTERGARDEN,4002,QLD
14450,GEORGE STREET,4003,QLD
14451,SPRING HILL,4004,QLD
14452,NEW FARM,4005,QLD
14453,BOWEN HILLS,4006,QLD
14454,FORTITUDE VALLEY,4006,QLD
14455,FORTITUDE VALLEY BC,4006,QLD
14456,HERSTON,4006,QLD
14457,NEWSTEAD,4006,QLD
14458,ASCOT,4007,QLD
14459,HAMILTON,4007,QLD
14460,HAMILTON CENTRAL,4007,QLD
14461,PINKENBA,4008,QLD
14462,EAGLE FARM,4009,QLD
14463,EAGLE FARM BC,4009,QLD
14464,ALBION,4010,QLD
14465,ALBION BC,4010,QLD
14466,ALBION DC,4010,QLD
14467,CLAYFIELD,4011,QLD
14468,HENDRA,4011,QLD
14469,NUNDAH,4012,QLD
14470,TOOMBUL,4012,QLD
14471,WAVELL HEIGHTS,4012,QLD
14472,WAVELL HEIGHTS NORTH,4012,QLD
14473,NORTHGATE,4013,QLD
14474,BANYO,4014,QLD
14475,NUDGEE,4014,QLD
14476,NUDGEE BEACH,4014,QLD
14477,VIRGINIA,4014,QLD
14478,VIRGINIA BC,4014,QLD
14479,VIRGINIA DC,4014,QLD
14480,BRACKEN RIDGE,4017,QLD
14481,BRIGHTON,4017,QLD
14482,BRIGHTON EVENTIDE,4017,QLD
14483,BRIGHTON NATHAN STREET,4017,QLD
14484,DEAGON,4017,QLD
14485,SANDGATE,4017,QLD
14486,SANDGATE DC,4017,QLD
14487,SHORNCLIFFE,4017,QLD
14488,FITZGIBBON,4018,QLD
14489,TAIGUM,4018,QLD
14490,CLONTARF,4019,QLD
14491,CLONTARF BEACH,4019,QLD
14492,CLONTARF DC,4019,QLD
14493,MARGATE,4019,QLD
14494,MARGATE BEACH,4019,QLD
14495,WOODY POINT,4019,QLD
14496,NEWPORT,4020,QLD
14497,REDCLIFFE,4020,QLD
14498,REDCLIFFE NORTH,4020,QLD
14499,SCARBOROUGH,4020,QLD
14500,KIPPA-RING,4021,QLD
14501,ROTHWELL,4022,QLD
14502,BULWER,4025,QLD
14503,CAPE MORETON,4025,QLD
14504,COWAN COWAN,4025,QLD
14505,KOORINGAL,4025,QLD
14506,TANGALOOMA,4025,QLD
14507,ROYAL BRISBANE HOSPITAL,4029,QLD
14508,LUTWYCHE,4030,QLD
14509,WINDSOR,4030,QLD
14510,WOOLOOWIN,4030,QLD
14511,GORDON PARK,4031,QLD
14512,KEDRON,4031,QLD
14513,CHERMSIDE,4032,QLD
14514,CHERMSIDE BC,4032,QLD
14515,CHERMSIDE CENTRE,4032,QLD
14516,CHERMSIDE SOUTH,4032,QLD
14517,CHERMSIDE WEST,4032,QLD
14518,ASPLEY,4034,QLD
14519,BOONDALL,4034,QLD
14520,CARSELDINE,4034,QLD
14521,GEEBUNG,4034,QLD
14522,ZILLMERE,4034,QLD
14523,ALBANY CREEK,4035,QLD
14524,BRIDGEMAN DOWNS,4035,QLD
14525,BALD HILLS,4036,QLD
14526,EATONS HILL,4037,QLD
14527,ALDERLEY,4051,QLD
14528,ENOGGERA,4051,QLD
14529,GAYTHORNE,4051,QLD
14530,GRANGE,4051,QLD
14531,NEWMARKET,4051,QLD
14532,WILSTON,4051,QLD
14533,BROOKSIDE CENTRE,4053,QLD
14534,EVERTON HILLS,4053,QLD
14535,EVERTON PARK,4053,QLD
14536,MCDOWALL,4053,QLD
14537,MITCHELTON,4053,QLD
14538,STAFFORD,4053,QLD
14539,STAFFORD BC,4053,QLD
14540,STAFFORD DC,4053,QLD
14541,STAFFORD HEIGHTS,4053,QLD
14542,ARANA HILLS,4054,QLD
14543,KEPERRA,4054,QLD
14544,BUNYA,4055,QLD
14545,FERNY GROVE,4055,QLD
14546,FERNY HILLS,4055,QLD
14547,FERNY HILLS DC,4055,QLD
14548,UPPER KEDRON,4055,QLD
14549,KELVIN GROVE,4059,QLD
14550,KELVIN GROVE DC,4059,QLD
14551,RED HILL,4059,QLD
14552,ASHGROVE,4060,QLD
14553,ASHGROVE WEST,4060,QLD
14554,THE GAP,4061,QLD
14555,MILTON,4064,QLD
14556,MILTON BC,4064,QLD
14557,PADDINGTON,4064,QLD
14558,BARDON,4065,QLD
14559,AUCHENFLOWER,4066,QLD
14560,MOUNT COOT-THA,4066,QLD
14561,TOOWONG,4066,QLD
14562,TOOWONG BC,4066,QLD
14563,TOOWONG DC,4066,QLD
